Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Taking cash from passenger who are infected with the virus can easily pass it on., ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Female,29,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,Voc./Tech./Commercial,17,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,29,18-29,Voc./Tech./Commercial,17,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,Not  observing safety protocols been put in place, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Single,Islam,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,16,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,When I stop Warrington the nose mask, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,Voc./Tech./Commercial,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Marrried,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I am prone to covid, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,2,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,29,18-29,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,2,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,18,Co-habiting (living with a partner but not married),Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,29,30-39,SSS/SHS,14,Single,Christian,3,Uber
Yes,"Yes, absolutely",Yes,I meet different people all the time who might have been exposed, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,30,30-39,Voc./Tech./Commercial,17,Single,Christian,1,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,30,30-39,Voc./Tech./Commercial,17,Single,Christian,4,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Because the health status of the passengers are not known, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,SSS/SHS,14,Single,Islam,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,30,30-39,SSS/SHS,14,Single,Islam,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,30,30-39,Voc./Tech./Commercial,17,Single,Islam,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,No, ,No,No,Yes,Yes,Kumasi,Male,30,30-39,Tertiary,20,Marrried,Christian,2,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,30,30-39,Tertiary,18,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,No formal education,0,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,30,30-39,Voc./Tech./Commercial,17,Co-habiting (living with a partner but not married),Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,30,30-39,Tertiary,17,Single,Christian,3,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,Not wearing nose mask and also frequent washing of hands k, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,No,Kumasi,Male,31,30-39,Tertiary,16,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,Tertiary,18,Marrried,Christian,4,Uber
Yes,"Yes, but not as it was in March 2020",Yes,Exposure to different passengers on daily basis, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,31,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I meet different people all the time, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,31,30-39,Tertiary,17,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,31,30-39,Tertiary,18,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,31,30-39,Tertiary,16,Marrried,Islam,1,Bolt
Yes,"Yes, absolutely",Yes,Yes because we come in contact with so many people with different health status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,32,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,I don't know the status of the person who is entering the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,32,30-39,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,32,30-39,SSS/SHS,14,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",Yes,Not wearing nose mask, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,32,30-39,Tertiary,17,Marrried,Christian,4,Uber
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,32,30-39,Voc./Tech./Commercial,17,Marrried,Christian,4,Uber
Yes,"Yes, but not as it was in March 2020",Yes,Exchange money and sometimes have conversations with passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,32,30-39,No formal education,0,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,32,30-39,No formal education,0,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,32,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,32,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Only if am not well protected, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,32,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,32,30-39,Voc./Tech./Commercial,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Not observing the safety protocols, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,32,30-39,Voc./Tech./Commercial,17,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,32,30-39,No formal education,0,Co-habiting (living with a partner but not married),Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,32,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,32,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,3,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,32,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,33,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,33,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Not all covid carriers show symptoms, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,33,30-39,Tertiary,17,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,33,30-39,Prmiary,8,Marrried,Islam,3,Bolt
Yes,"Yes, absolutely",Yes,Because I come in contact with so many people I don't know, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,33,30-39,Tertiary,18,Co-habiting (living with a partner but not married),Christian,3,Uber
Yes,"Yes, absolutely",Yes,Through exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,33,30-39,Tertiary,17,Co-habiting (living with a partner but not married),Christian,2,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,33,30-39,SSS/SHS,14,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,34,30-39,Voc./Tech./Commercial,17,Marrried,Christian,3,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,34,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Not observing safety protocols been put in place, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,34,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Not observing the safety protocols, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,34,30-39,SSS/SHS,12,Marrried,Islam,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Through the medium of payment, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,34,30-39,JSS/JHS/Mid. School,11,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,34,30-39,No formal education,0,Single,Christian,1,Bolt
